ticker,close_time,checkpoint,label,target,btc,distance,distance_atr,distance_pct,sqrt_time,ret1,ret3,ret5,ret10,ema_gap,rsi14,rv5,rv15,range5,range15,hh1,ll1,body,wick_up,wick_dn,f5ret,f5gap,f5hh,f5ll
KXBTC15M-26JUL311445-45,2026-07-31 18:45:00+00:00,6,0,63002.82,62954.0,-48.81999999999971,-1.4268893527766586,-0.0007748859495495552,2.449489742783178,-0.0005397853559407917,-0.0012216211070742444,-0.001142385682099456,-0.001015582849344665,-0.0005220553993779248,27.696793001784968,0.0004139862119625113,0.00038853705537587955,0.0014931537312958668,0.0027639228643136257,0.0,1.0,-0.9937369519832985,0.1753653444676409,0.29227557411273486,-0.0013015873015872481,-0.0009373011699822725,0.0,1.0
KXBTC15M-26JUL311445-45,2026-07-31 18:45:00+00:00,4,0,63002.82,62905.0,-97.81999999999971,-2.8590396658872015,-0.0015526289140708259,2.0,-0.00020661813789379924,-0.001317711310090841,-0.001999016357030703,-0.002030682340996015,-0.0007064375035389322,29.7805642620159,0.00016091186871444857,0.0003753944545478301,0.0022891662030045308,0.002813766791193069,0.0,1.0,-0.32150313152400833,0.1753653444676409,0.32150313152400833,0.0007787914428303289,-0.0010044423598991226,0.0,1.0
KXBTC15M-26JUL311445-45,2026-07-31 18:45:00+00:00,3,0,63002.82,62911.0,-91.81999999999971,-2.8252307691438303,-0.0014573950816804662,1.7320508075688772,9.538192512525967e-05,-0.0006830384089970831,-0.0014919450837235226,-0.0017454499293886316,-0.0007441810842802003,33.89261744807216,0.00027264652479965364,0.00036677637017295834,0.0017008154376818045,0.002384320707030567,0.0,0.0,0.18461538461538463,0.18461538461538463,0.09230769230769231,0.0007787914428303289,-0.0010044423598991226,0.0,1.0
KXBTC15M-26JUL311445-45,2026-07-31 18:45:00+00:00,2,0,63002.82,62936.0,-66.81999999999971,-2.033652173851141,-0.0010605874467206342,1.4142135623730951,0.0003973867845050716,0.0002860866524683203,-0.0008255540737918121,-0.0011744167592445676,-0.0007145141719010693,36.858974357320434,0.00041587182087814785,0.0003805317688547535,0.0015889157239100038,0.0022880386424304054,1.0,0.0,0.791304347826087,0.0,0.0,0.0007787914428303289,-0.0010044423598991226,0.0,1.0
KXBTC15M-26JUL311445-45,2026-07-31 18:45:00+00:00,1,0,63002.82,62966.0,-36.81999999999971,-1.1085591397515615,-0.0005844182847688359,1.0,0.0004766747171729424,0.0009697162387727332,0.0001906153699526847,-0.0009519880684162318,-0.0006278618940132012,45.31249999801758,0.00043492446845168125,0.0004020739907432602,0.001159355842835816,0.0022869485118953087,1.0,0.0,0.8731182795698924,0.0,0.06021505376344086,0.0007787914428303289,-0.0010044423598991226,0.0,1.0
KXBTC15M-26JUL311500-00,2026-07-31 19:00:00+00:00,14,1,62961.84,62981.0,19.160000000003492,0.6055079006581756,0.0003043113098347109,3.7416573867739413,0.00022233868534304868,0.0007150120757595246,0.0012081710515856603,-0.000793260459139189,-0.0004623256009897255,43.006993004887775,0.00019508276957536132,0.0003631343644878677,0.0014131245931312617,0.0022864038360775473,1.0,0.0,0.4108352144469526,0.3160270880361174,0.03160270880361174,0.000873473406705072,-0.0009394316197241988,1.0,0.0
KXBTC15M-26JUL311500-00,2026-07-31 19:00:00+00:00,12,1,62961.84,62990.0,28.160000000003492,0.9211214952970869,0.0004472550357486931,3.4641016151377544,0.00036527069734937356,0.00036527069734937356,0.0008580144909113852,3.1752079761249163e-05,-0.0003298853480715418,43.918918916841676,0.000279530994695449,0.0003780482039159534,0.0009207810763613272,0.002286077155103985,1.0,0.0,0.7523364485981308,0.09813084112149532,0.0,0.000873473406705072,-0.0009394316197241988,1.0,0.0
KXBTC15M-26JUL311500-00,2026-07-31 19:00:00+00:00,10,1,62961.84,63022.0,60.16000000000349,1.9055203619307048,0.0009554993945539631,3.1622776601683795,-0.0001745117636793303,0.000873473406705072,0.000873473406705072,0.0016529451031501718,-0.00010201028505760176,48.464163820209905,0.00037952179623157705,0.00040188720976267356,0.0013804703119545555,0.0025229285011583256,1.0,0.0,-0.38009049773755654,0.6018099547511312,0.12669683257918551,0.000873473406705072,-0.0009394316197241988,1.0,0.0
KXBTC15M-26JUL311500-00,2026-07-31 19:00:00+00:00,8,1,62961.84,63056.0,94.16000000000349,3.037419354740841,0.0014955090257845625,2.8284271247461903,0.00023794038800151185,0.000364888233147731,0.00141343878539546,0.002304843350129593,9.308057897274896e-05,61.97183098286054,0.00030747969379353536,0.00037424589972520004,0.001506597310327328,0.0026642984014209592,1.0,0.0,0.5161290322580645,0.1935483870967742,0.0,0.0008092412173525965,-0.0007867904617204875,1.0,0.0
KXBTC15M-26JUL311500-00,2026-07-31 19:00:00+00:00,6,1,62961.84,63111.0,149.1600000000035,5.09326829250913,0.0023690540174811205,2.449489742783178,0.000650071349294512,0.0011103884773402406,0.0012374470515443825,0.002302830098783515,0.00032134589284098307,85.87360594348613,0.0002931774201013035,0.00034829805891660454,0.0017904961100283627,0.0035651471217378904,1.0,0.0,1.3317073170731708,0.2731707317073171,0.10243902439024391,0.0008092412173525965,-0.0007867904617204875,1.0,0.0
KXBTC15M-26JUL311500-00,2026-07-31 19:00:00+00:00,4,1,62961.84,63071.0,109.16000000000349,3.5458004639220597,0.0017337485689745329,2.0,-3.170928923623695e-05,1.5855398763253703e-05,0.0004758807760030237,0.0014290023975485067,0.0003580970784855868,77.58620689280619,0.0004600798801884124,0.0003425490478950643,0.0012525566425139923,0.0034405669800700797,0.0,1.0,0.06496519721577726,0.3897911832946636,0.3248259860788863,-0.0006341857847256271,-0.0007316737953790412,0.0,0.0
KXBTC15M-26JUL311500-00,2026-07-31 19:00:00+00:00,3,1,62961.84,63062.0,100.16000000000349,3.2014611871123937,0.0015908048430605505,1.7320508075688772,-0.00014269632636232377,-0.0007764098176229473,9.51535143365323e-05,0.0015087267933997506,0.0003431362962699298,72.99270072619746,0.00046205234688413276,0.00035192687899624094,0.001157590942247312,0.0033141987250642226,0.0,1.0,-0.2876712328767123,0.2557077625570776,0.5114155251141552,-0.0006341857847256271,-0.0007316737953790412,0.0,0.0
KXBTC15M-26JUL311500-00,2026-07-31 19:00:00+00:00,2,1,62961.84,63044.0,82.16000000000349,2.6082539681712773,0.0013049173912325863,1.4142135623730951,-0.0002854333830198952,-0.00045978469392604637,-0.0004122403678452624,0.0008572789331640074,0.0002949257117276456,64.88549617973894,0.0004620726111721651,0.0003629999148153719,0.001205507264767464,0.0029185965357528074,0.0,1.0,-0.5714285714285714,0.47619047619047616,0.031746031746031744,-0.0006341857847256271,-0.0007316737953790412,0.0,0.0
KXBTC15M-26JUL311500-00,2026-07-31 19:00:00+00:00,1,1,62961.84,63047.0,85.16000000000349,2.7791142190236395,0.0013525652998705802,1.0,4.7585813082839934e-05,-0.0003805235369662707,-0.0010140862924054028,0.0002221058810465415,0.000259608757385842,65.15151514806016,0.000255859945674031,0.0003490484722464647,0.0010944216219645662,0.002632956365885768,0.0,1.0,0.16317016317016317,0.26107226107226106,0.0,-0.0006341857847256271,-0.0007316737953790412,0.0,0.0
KXBTC15M-26JUL311515-15,2026-07-31 19:15:00+00:00,14,0,63042.19,63096.0,53.80999999999767,1.5793291404147944,0.0008535553729969988,3.7416573867739413,0.0009994764647089927,0.0008248207601040392,0.0003963786843399486,0.0008724480893387287,0.0002703386196425216,70.60702875083547,0.0005293531604779568,0.00043031474550034006,0.0011252694307087613,0.0024248763788512744,1.0,1.0,1.849056603773585,0.08805031446540881,0.14675052410901468,-0.0007932352894515216,-0.0007650643035462843,1.0,1.0
KXBTC15M-26JUL311515-15,2026-07-31 19:15:00+00:00,12,0,63042.19,63057.0,14.809999999997672,0.4337656903637964,0.00023492204188968802,3.4641016151377544,-0.00011099835088168586,0.0003807529389368014,0.0002062051900260098,-0.0002061201839226312,0.00023192991126587588,54.195804193151254,0.0005726049046424434,0.0004492652948918677,0.0011259653963873956,0.0020616267821177664,0.0,1.0,-0.17573221757322174,0.5857740585774058,0.23430962343096232,-0.0007932352894515216,-0.0007650643035462843,1.0,1.0
KXBTC15M-26JUL311515-15,2026-07-31 19:15:00+00:00,10,0,63042.19,62983.0,-59.19000000000233,-1.5935769230340817,-0.000938895047903671,3.1622776601683795,-0.0010626486915146227,-0.001284409488773286,-0.0007932352894515216,-0.001426918015632661,5.167851543648255e-05,41.212121210372814,0.0007557235529487428,0.0005014966091474682,0.001921153327088262,0.0022386993315656606,0.0,1.0,-1.8307692307692307,0.0,0.1346153846153846,-0.0007932352894515216,-0.0007650643035462843,1.0,1.0
KXBTC15M-26JUL311515-15,2026-07-31 19:15:00+00:00,8,0,63042.19,62968.0,-74.19000000000233,-2.009013539597498,-0.0011768309444834058,2.8284271247461903,-0.00028577779189020713,-0.0013005551149880556,-0.001522263097805454,-0.0014905965557705514,-0.0001537661154491575,34.16149068174454,0.0004398914140093935,0.0004893956363853761,0.0019216109770041926,0.0024933299453690763,0.0,0.0,-0.43326885880077365,0.10831721470019341,0.0,0.00019052760268634117,-0.000754087109100742,0.0,1.0
KXBTC15M-26JUL311515-15,2026-07-31 19:15:00+00:00,6,0,63042.19,63007.0,-35.19000000000233,-1.0221161825429939,-0.0005581976133760951,2.449489742783178,0.00031752583866517803,0.0003334074238718898,-0.0006819984139572188,-0.000634447317080955,-0.00018448780540875293,38.297872338524215,0.0005727420628705735,0.00046458996758126734,0.0014601552208484772,0.002412430364880093,1.0,0.0,0.5809128630705394,0.11618257261410787,0.0,0.00019052760268634117,-0.000754087109100742,0.0,1.0
KXBTC15M-26JUL311515-15,2026-07-31 19:15:00+00:00,4,0,63042.19,62997.0,-45.19000000000233,-1.3723644251210836,-0.0007168215444292517,2.0,3.174855147225486e-05,0.000158762919332478,0.00017464198393302155,-0.001569037656903749,-0.00019615476956405095,38.5964912261742,0.00027600285488193056,0.0004460041623028715,0.0009048049907138435,0.002222328047367335,0.0,1.0,-0.03036876355748373,0.03036876355748373,0.27331887201735355,0.00014286848162559096,-0.0007168109493604218,1.0,0.0
KXBTC15M-26JUL311515-15,2026-07-31 19:15:00+00:00,3,0,63042.19,62976.0,-66.19000000000233,-2.02327510910853,-0.0010499317996408807,1.7320508075688772,-0.00033334920710514915,-0.0004920088244163567,0.00012704865963653056,-0.0013954078396549718,-0.0002296404282604057,38.19444444258777,0.0002902741362358131,0.00045066664899101144,0.0009051067073170732,0.002223069105691057,0.0,1.0,-0.6419213973799126,0.03056768558951965,0.27510917030567683,0.00014286848162559096,-0.0007168109493604218,1.0,0.0
KXBTC15M-26JUL311515-15,2026-07-31 19:15:00+00:00,2,0,63042.19,63006.0,-36.19000000000233,-1.0382377048883142,-0.0005740600064814107,1.4142135623730951,0.000476371951219523,0.00017461703309784582,0.0003016495467318414,-0.0008087920452923836,-0.0001977087511500274,43.49206349013052,0.0003383540842078769,0.00046969886485882475,0.0007935752150588833,0.002222010602164873,1.0,1.0,0.7745901639344263,0.08606557377049182,0.3729508196721312,0.00014286848162559096,-0.0007168109493604218,1.0,0.0
KXBTC15M-26JUL311515-15,2026-07-31 19:15:00+00:00,1,0,63042.19,63011.0,-31.19000000000233,-0.9040579709883557,-0.0004947480409548324,1.0,7.935752150589614e-05,0.0002222328047367661,6.348500960218217e-05,-0.0006185567010309478,-0.0001623004663373152,46.40522875604682,0.00030855297934923086,0.00047019386728388554,0.0008411229785275587,0.002221834282902985,1.0,0.0,0.14492753623188406,0.2318840579710145,0.14492753623188406,0.00014286848162559096,-0.0007168109493604218,1.0,0.0
KXBTC15M-26JUL311530-30,2026-07-31 19:30:00+00:00,14,0,63006.35,62995.0,-11.349999999998545,-0.3783333333206737,-0.00018014057313268497,3.7416573867739413,-0.00014284807313824643,-0.00017458654731294931,-3.174754353385545e-05,0.00014288889594515908,-0.00014664561132641713,34.80176211239109,0.00030695980448398316,0.00037132904158434447,0.0008413366140169855,0.0021747757758552267,1.0,1.0,-0.26666666666666666,0.3333333333333333,0.5333333333333333,-0.00034918417878226915,-0.0007150889476408808,0.0,1.0
KXBTC15M-26JUL311530-30,2026-07-31 19:30:00+00:00,12,0,63006.35,62982.0,-24.349999999998545,-0.863037974652904,-0.0003864689828882096,3.4641016151377544,3.175611305183956e-05,-0.00034918417878226915,-0.0003809161032282127,-7.9381459666239e-05,-0.00018148572220434437,35.21739130220415,0.0001301232578641062,0.0003580865679449063,0.0008573878250928837,0.0016671429932361627,0.0,0.0,0.07088607594936709,0.07088607594936709,0.14177215189873418,-0.00034918417878226915,-0.0007150889476408808,0.0,1.0
KXBTC15M-26JUL311530-30,2026-07-31 19:30:00+00:00,10,0,63006.35,62982.0,-24.349999999998545,-1.0056047197224223,-0.0003864689828882096,3.1622776601683795,0.0,3.175611305183956e-05,-0.00034918417878226915,-0.0002063655845702117,-0.00018603901828044125,48.74999999573437,0.00011589152793026503,0.00023112707020336924,0.0007621225111936744,0.0009526531389920929,0.0,1.0,0.0,0.7020648967551623,0.04129793510324484,-0.00034918417878226915,-0.0007150889476408808,0.0,1.0
KXBTC15M-26JUL311530-30,2026-07-31 19:30:00+00:00,8,0,63006.35,62997.0,-9.349999999998545,-0.39427710841704744,-0.00014839774086260424,2.8284271247461903,0.00025404487067537396,0.00023816328474812742,0.0002699269609400812,0.0003334603658535773,-0.0001520343340913121,53.571428566071425,0.00011316758804456393,0.0002259249111440071,0.0006190770989094719,0.0009524263060145721,1.0,0.0,0.5903614457831325,0.4216867469879518,0.0,-0.00012702041853229762,-0.0007146004080440521,0.0,1.0
KXBTC15M-26JUL311530-30,2026-07-31 19:30:00+00:00,6,0,63006.35,62981.0,-25.349999999998545,-1.088650306701652,-0.00040234039902325,2.449489742783178,-0.0003967876075294807,0.0,-1.5877552316578836e-05,-0.0004761073463364074,-0.00012110871631350255,45.0704225307677,0.0002462680211888675,0.000224147369004518,0.0006986233943570283,0.0008574014385290802,0.0,1.0,-0.9877300613496933,0.0,0.12883435582822086,-0.00012702041853229762,-0.0007146004080440521,0.0,1.0
KXBTC15M-26JUL311530-30,2026-07-31 19:30:00+00:00,4,0,63006.35,62959.0,-47.349999999998545,-2.0586956520843414,-0.0007515115539941378,2.0,-0.00023819354019116723,-0.0007459607021553794,-0.0003493116971785559,-0.0005714739265021418,-0.00017542295119264847,43.97163120130778,0.0002679030156123984,0.00022713941706477278,0.000937117806826665,0.0010483012754332185,0.0,1.0,-0.6521739130434783,0.0,0.2608695652173913,-4.763870803825565e-05,-0.0007064169073577869,0.0,1.0
KXBTC15M-26JUL311530-30,2026-07-31 19:30:00+00:00,3,0,63006.35,62966.0,-40.349999999998545,-1.941237113308599,-0.0006404116410488553,1.7320508075688772,0.00011118346860650163,-0.00023816706625812145,-0.0004920869247742043,-0.00022229279136232183,-0.0001865822803049634,33.05084745370583,0.00022960473889976056,0.00021482545495574986,0.0009370136264015501,0.0010481847346186831,0.0,0.0,0.33676975945017185,0.1443298969072165,0.09621993127147767,-4.763870803825565e-05,-0.0007064169073577869,0.0,1.0
KXBTC15M-26JUL311530-30,2026-07-31 19:30:00+00:00,2,0,63006.35,62968.0,-38.349999999998545,-1.8513793102553804,-0.0006086688087787746,1.4142135623730951,3.176317377628912e-05,-9.52774160765113e-05,-0.0006031171634447441,-0.00022228573243143757,-0.00018784889399320727,31.304347822275986,0.00020441094997361722,0.00016852405953899881,0.0008099352051835853,0.001048151442002287,1.0,0.0,0.14482758620689654,0.48275862068965514,0.19310344827586207,-4.763870803825565e-05,-0.0007064169073577869,0.0,1.0
KXBTC15M-26JUL311530-30,2026-07-31 19:30:00+00:00,1,0,63006.35,62965.0,-41.349999999998545,-1.9232558138639668,-0.0006562830571838957,1.0,-4.7643247363726715e-05,9.530011594849341e-05,-0.00025404487067526293,-0.00026991838938106305,-0.00019056546747830855,32.432432428341855,0.00013399916044274412,0.00016524649325020107,0.00044469149527515285,0.0009687921861351545,0.0,1.0,-0.23255813953488372,0.18604651162790697,0.6046511627906976,-4.763870803825565e-05,-0.0007064169073577869,0.0,1.0
KXBTC15M-26JUL311545-45,2026-07-31 19:45:00+00:00,14,0,62969.81,62959.0,-10.809999999997672,-0.5754372623266589,-0.00017166956673360888,3.7416573867739413,-0.00019056391037142184,-0.00014292974209118015,0.0,-0.0003493116971785559,-0.0001875864331596433,39.99999999466666,0.0001235268462353303,0.00017086017854071382,0.0005718006956908464,0.0011118346860655348,0.0,1.0,0.2129277566539924,0.47908745247148293,0.6920152091254753,-0.0003811278207428437,-0.0007294521622190804,0.0,1.0
KXBTC15M-26JUL311545-45,2026-07-31 19:45:00+00:00,12,0,62969.81,62956.0,-13.809999999997672,-0.6621232876393756,-0.0002193114446430388,3.4641016151377544,0.0002859957418410719,-0.0002382048879643328,-0.00019057298945490686,-0.0007935752150588504,-0.00022041347191200053,40.845070418508236,0.00024158770544184963,0.00019900922172139343,0.0006194802719359553,0.0012230764343350911,0.0,0.0,0.7191780821917808,0.23972602739726026,0.0,-0.0003811278207428437,-0.0007294521622190804,0.0,1.0
KXBTC15M-26JUL311545-45,2026-07-31 19:45:00+00:00,10,0,62969.81,62947.0,-22.80999999999767,-0.9176436781239091,-0.00036223707837132864,3.1622776601683795,0.00042911633820730266,0.00014299787092064697,-0.0003811278207428437,-0.00042874837234418983,-0.0002611830427078164,41.66666666380719,0.0004217480719799473,0.0002746925870695586,0.0010643875005957393,0.0016680699636201883,0.0,1.0,1.0862068965517242,0.0,0.5229885057471264,-0.0003811278207428437,-0.0007294521622190804,0.0,1.0
KXBTC15M-26JUL311545-45,2026-07-31 19:45:00+00:00,8,0,62969.81,62918.0,-51.80999999999767,-1.9188888888177327,-0.0008227752314958179,2.8284271247461903,-4.767883536493933e-05,-3.178639542278372e-05,-0.00031777304649016624,-0.0007623161706317161,-0.00031473596091546603,28.846153844212267,0.0004317545801673759,0.0002777667837950155,0.0011602403127880733,0.0018754569439588034,0.0,1.0,-0.1111111111111111,0.0,0.8888888888888888,-0.0007148871272657509,-0.0008113141108566259,0.0,1.0
KXBTC15M-26JUL311545-45,2026-07-31 19:45:00+00:00,6,0,62969.81,62910.0,-59.80999999999767,-2.215185185103055,-0.0009498202392542978,2.449489742783178,1.5895976728241834e-05,-0.0001748223963382589,-0.00015893197711380758,-0.0008735011514333646,-0.000352097073252657,32.79569892226269,0.0003052435147399667,0.00025955377151285484,0.001176283579717056,0.0015577809569225878,0.0,0.0,0.1111111111111111,0.18518518518518517,0.037037037037037035,-0.0007148871272657509,-0.0008113141108566259,0.0,1.0
KXBTC15M-26JUL311545-45,2026-07-31 19:45:00+00:00,4,0,62969.81,62877.0,-92.80999999999767,-3.208246913469264,-0.001473880896258027,2.0,-0.00039744364249150177,-0.000508671255305293,-0.0006992895853530356,-0.0013024349179624473,-0.00041585691771065816,27.411167510742345,0.00015754197621042982,0.00026989438251320656,0.0008429155335019164,0.0017494473336832229,0.0,1.0,-0.8641975308641976,0.20740740740740743,0.3111111111111111,0.0005882165908874804,-0.0007910849693411815,0.0,1.0
KXBTC15M-26JUL311545-45,2026-07-31 19:45:00+00:00,3,0,62969.81,62875.0,-94.80999999999767,-3.253284313613778,-0.001505642148197647,1.7320508075688772,-3.180813333969468e-05,-0.0005563503417580495,-0.0006834292253409258,-0.0010009850964440847,-0.00044669500308131677,26.395939084418572,0.00016000486005450133,0.00026487888848691264,0.0007952286282306163,0.001749502982107356,0.0,0.0,-0.10294117647058823,0.44607843137254904,0.13725490196078433,0.0005882165908874804,-0.0007910849693411815,0.0,1.0
KXBTC15M-26JUL311545-45,2026-07-31 19:45:00+00:00,2,0,62969.81,62891.0,-78.80999999999767,-2.7378163770760247,-0.0012515521326806874,1.4142135623730951,0.00025447316103388573,-0.00017487520269621193,-0.0002861275811092412,-0.0010324671198932434,-0.000433120427801063,32.38095237879365,0.0002365316447689396,0.0002784680591618901,0.0007950263153710387,0.0016854557885866023,0.0,0.0,0.5210918114143921,0.0,0.06947890818858561,0.0005882165908874804,-0.0007910849693411815,0.0,1.0
KXBTC15M-26JUL311545-45,2026-07-31 19:45:00+00:00,1,0,62969.81,62936.0,-33.80999999999767,-1.0733333332991852,-0.0005369239640392383,1.0,0.0007155236838338741,0.000938339933520993,0.00041328882530589084,0.0002542911633820477,-0.00033715736875105626,42.97188754778472,0.0004235757055303319,0.00034650761951562074,0.0010804626922588025,0.001684250667344604,1.0,0.0,1.4285714285714286,0.0,0.0,0.0005882165908874804,-0.0007910849693411815,0.0,1.0
KXBTC15M-26JUL311600-00,2026-07-31 20:00:00+00:00,14,0,62938.08,62944.0,5.919999999998254,0.19547169810669565,9.40607022012469e-05,3.7416573867739413,7.944199939613483e-05,0.0008427278942932936,0.0010655724668797717,0.0003655377377982383,-0.00018407787320584307,51.339285711077004,0.00029973057264000877,0.00034376811118612947,0.0016681494661921709,0.0017158108795119471,1.0,0.0,0.1320754716981132,1.0566037735849056,0.0330188679245283,0.00012710719903408219,-0.0007483750107753272,1.0,0.0
KXBTC15M-26JUL311600-00,2026-07-31 20:00:00+00:00,12,0,62938.08,62981.0,42.919999999998254,1.465560975559653,0.0006819400909592135,3.4641016151377544,3.1756617285161326e-05,0.0006673127949283764,0.0014310473676679702,0.0011445103244369648,2.17974208692567e-05,64.73429951253004,0.00032462507683008444,0.00035504777340336847,0.0017148028770581603,0.0020799923786538796,1.0,0.0,-0.06829268292682927,0.5463414634146342,0.03414634146341464,0.00012710719903408219,-0.0007483750107753272,1.0,0.0
KXBTC15M-26JUL311600-00,2026-07-31 20:00:00+00:00,10,0,62938.08,62947.0,8.919999999998254,0.3347989276013093,0.00014172659858702799,3.1622776601683795,-0.00012707489476615486,-0.0005081058765620261,0.00012710719903408219,0.0007153985564847254,4.098634038262658e-05,56.91489361278293,0.0003534961350502028,0.0003219164925867117,0.0009531828363543934,0.002081115859373759,0.0,1.0,-0.26273458445040215,0.225201072386059,0.225201072386059,0.00012710719903408219,-0.0007483750107753272,1.0,0.0
